time	T cell	T cold	mBar
11:39:39	-31.7	-8.7	9557
11:39:41	-31.6	-8.6	9567
11:39:43	-31.7	-8.6	9593
11:39:44	-31.6	-8.5	9603
11:39:46	-31.5	-8.5	9628
11:39:47	-31.5	-8.4	9639
11:39:49	-31.3	-8.4	9661
11:39:50	-31.3	-8.3	9675
11:39:52	-31.3	-8.3	9701
11:39:54	-31.3	-8.2	9718
11:39:55	-31.2	-8.1	9747
11:39:57	-31.2	-8.1	9773
11:39:58	-31.2	-8.0	9784
11:40:00	-31.2	-8.0	9811
11:40:02	-31.2	-8.0	9826
11:40:03	-31.1	-7.9	9843
11:40:05	-31.0	-7.9	9858
11:40:06	-30.9	-7.8	9875
11:40:08	-30.8	-7.8	9893
11:40:09	-30.8	-7.7	9911
11:40:11	-30.8	-7.7	9926
11:40:13	-30.8	-7.6	9945
11:40:14	-30.8	-7.6	9961
11:40:16	-30.7	-7.5	9992
11:40:17	-30.6	-7.5	10014
11:40:19	-30.6	-7.4	10029
11:40:21	-30.5	-7.4	10052
11:40:22	-30.5	-7.4	10067
11:40:24	-30.5	-7.4	10085
11:40:25	-30.4	-7.4	10101
11:40:27	-30.5	-7.3	10125
11:40:28	-30.2	-7.2	10140
11:40:30	-30.2	-7.2	10159
11:40:32	-30.3	-7.2	10170
11:40:33	-30.2	-7.1	10202
11:40:35	-30.2	-7.1	10216
11:40:36	-30.2	-7.0	10241
11:40:38	-30.1	-7.0	10253
11:40:40	-30.0	-7.0	10281
11:40:41	-29.9	-6.9	10310
11:40:43	-29.8	-6.8	10322
11:40:44	-29.8	-6.8	10353
11:40:46	-29.8	-6.8	10364
11:40:47	-29.8	-6.7	10393
11:40:49	-29.7	-6.7	10408
11:40:51	-29.7	-6.7	10445
11:40:52	-29.6	-6.7	10462
11:40:54	-29.6	-6.6	10491
11:40:55	-29.6	-6.6	10509
11:40:57	-29.6	-6.6	10528
11:40:58	-29.5	-6.5	10546
11:41:00	-29.5	-6.5	10572
11:41:02	-29.4	-6.5	10598
11:41:03	-29.4	-6.4	10616
11:41:05	-29.3	-6.4	10639
11:41:06	-29.2	-6.4	10655
11:41:08	-29.3	-6.4	10695
11:41:10	-29.2	-6.3	10710
11:41:11	-29.1	-6.3	10738
11:41:13	-29.0	-6.2	10748
11:41:14	-29.1	-6.2	10775
11:41:16	-29.0	-6.2	10786
11:41:17	-28.9	-6.1	10811
11:41:19	-28.9	-6.1	10814
11:41:21	-28.9	-6.1	10820
11:41:22	-28.8	-6.1	10822
11:41:24	-28.7	-6.1	10825
11:41:25	-28.7	-6.0	10826
11:41:27	-28.7	-5.9	10827
11:41:28	-28.6	-5.9	10828
11:41:30	-28.7	-5.9	10830
11:41:32	-28.7	-5.9	10828
11:41:33	-28.7	-5.8	10828
11:41:35	-28.6	-5.8	10831
11:41:36	-28.6	-5.7	10830
11:41:38	-28.6	-5.7	10830
11:41:39	-28.6	-5.7	10828
11:41:41	-28.5	-5.7	10830
11:41:43	-28.8	-5.6	10832
11:41:44	-28.7	-5.6	10831
11:41:46	-28.7	-5.6	10831
11:41:47	-28.7	-5.5	10830
11:41:49	-28.6	-5.4	10835
11:41:51	-28.6	-5.4	10830
11:41:52	-28.6	-5.4	10831
11:41:54	-28.6	-5.4	10831
11:41:55	-28.5	-5.4	10831
11:41:57	-28.5	-5.4	10831
11:41:59	-28.5	-5.4	10835
11:42:00	-28.5	-5.3	10830
11:42:02	-28.6	-5.3	10832
11:42:03	-28.6	-5.3	10832
11:42:05	-28.6	-5.2	10831
11:42:06	-28.5	-5.2	10832
11:42:08	-28.6	-5.2	10835
11:42:10	-28.5	-5.1	10835
11:42:11	-28.4	-5.1	10832
11:42:13	-28.5	-5.0	10831
11:42:14	-28.5	-5.0	10831
11:42:16	-28.6	-5.0	10831
11:42:17	-28.5	-5.0	10835
11:42:19	-28.5	-5.0	10831
11:42:21	-28.5	-5.0	10833
11:42:22	-28.5	-4.9	10832
11:42:24	-28.5	-4.9	10832
11:42:25	-28.6	-4.9	10832
11:42:27	-28.4	-4.8	10835
11:42:29	-28.5	-4.8	10832
11:42:30	-28.5	-4.8	10830
11:42:32	-28.6	-4.8	10832
11:42:33	-28.6	-4.8	10831
11:42:35	-28.5	-4.7	10830
11:42:36	-28.5	-4.7	10832
11:42:38	-28.5	-4.7	10833
11:42:40	-28.6	-4.7	10832
11:42:41	-28.7	-4.6	10832
11:42:43	-28.5	-4.7	10831
11:42:44	-28.5	-4.6	10831
11:42:46	-28.5	-4.6	10830
11:42:48	-28.5	-4.6	10831
11:42:49	-28.5	-4.6	10832
11:42:51	-28.6	-4.6	10832
11:42:52	-28.5	-4.6	10833
11:42:54	-28.6	-4.5	10832
11:42:55	-28.7	-4.5	10833
11:42:57	-28.5	-4.5	10833
11:42:59	-28.5	-4.5	10832
11:43:00	-28.6	-4.4	10831
11:43:02	-28.7	-4.4	10832
11:43:03	-28.6	-4.4	10832
11:43:05	-28.7	-4.4	10831
11:43:06	-28.6	-4.4	10832
11:43:08	-28.6	-4.4	10831
11:43:10	-28.6	-4.3	10830
11:43:11	-28.6	-4.3	10828
11:43:13	-28.6	-4.3	10831
11:43:14	-28.6	-4.3	10830
11:43:16	-28.7	-4.3	10830
11:43:18	-28.6	-4.2	10831
11:43:19	-28.5	-4.2	10833
11:43:21	-28.5	-4.2	10831
11:43:22	-28.6	-4.1	10830
11:43:24	-28.6	-4.1	10831
11:43:25	-28.5	-4.1	10831
11:43:27	-28.6	-4.1	10828
11:43:29	-28.5	-4.0	10831
11:43:30	-28.5	-4.0	10830
11:43:32	-28.6	-4.0	10830
11:43:33	-28.6	-4.0	10830
11:43:35	-28.6	-4.0	10831
11:43:37	-28.6	-4.0	10830
11:43:38	-28.6	-4.0	10830
11:43:40	-28.6	-4.0	10832
11:43:41	-28.6	-3.9	10831
11:43:43	-28.7	-3.9	10830
11:43:44	-28.7	-3.9	10831
11:43:46	-28.7	-3.9	10831
11:43:48	-28.6	-3.9	10830
11:43:49	-28.6	-3.8	10831
11:43:51	-28.7	-3.8	10830
11:43:52	-28.7	-3.8	10831
11:43:54	-28.7	-3.8	10832
11:43:55	-28.7	-3.7	10830
11:43:57	-28.7	-3.7	10832
11:43:59	-28.7	-3.6	10831
11:44:00	-28.7	-3.7	10831
11:44:02	-28.7	-3.6	10832
11:44:03	-28.6	-3.6	10831
11:44:05	-28.8	-3.6	10831
11:44:07	-29.0	-3.6	10831
11:44:08	-29.1	-3.5	10830
11:44:10	-29.1	-3.5	10831
11:44:11	-29.1	-3.5	10831
11:44:13	-29.2	-3.5	10830
11:44:14	-29.1	-3.4	10830
11:44:16	-29.1	-3.4	10830
11:44:18	-29.1	-3.4	10830
11:44:19	-29.1	-3.4	10828
11:44:21	-29.1	-3.4	10830
11:44:22	-29.1	-3.3	10830
11:44:24	-29.1	-3.3	10763
11:44:25	-33.2	-3.4	4894
11:44:27	-48.0	-3.3	3090
11:44:29	-69.9	-3.4	-53
11:44:30	-70.1	-3.5	-53
11:44:32	-69.4	-3.5	-55
11:44:33	-68.6	-3.5	-55
11:44:35	-67.6	-3.6	-56
11:44:37	-66.4	-3.6	-54
11:44:38	-65.5	-3.5	-56
11:44:40	-63.9	-3.5	-56
11:44:41	-61.5	-3.4	-56
11:44:43	-59.3	-3.4	-56
11:44:44	-55.9	-3.4	-58
11:44:46	-53.2	-3.4	-58
11:44:48	-51.0	-3.4	-58
11:44:49	-48.5	-3.4	-56
11:44:51	-46.6	-3.4	-56
11:44:52	-44.7	-3.3	-59
11:44:54	-42.9	-3.3	-59
11:44:55	-41.5	-3.3	-59
11:44:57	-39.7	-3.2	-58
11:44:59	-38.5	-3.2	-59
